hostname,acl-name,acl-type,seq number,action,protocol,source,destination,ports
uk-brs-er01,acl-ipv4-filtering-default-edge_protect-in-1_3_0,Extended,2120,deny,ip,any,host 95.131.191.6,
uk-brs-er01,acl-ipv4-filtering-default-edge_protect-in-1_3_0,Extended,2130,deny,ip,any,host 95.131.190.11,
uk-brs-er01,acl-ipv4-filtering-default-edge_protect-in-1_3_0,Extended,2140,deny,ip,any,host 95.131.190.37,
uk-brs-er01,acl-ipv4-filtering-default-edge_protect-in-1_3_0,Extended,2150,deny,ip,any,host 95.131.190.31,
uk-brs-er01,acl-ipv4-filtering-default-edge_protect-in-1_3_0,Extended,2160,deny,ip,any,host 95.131.190.2,
uk-brs-er01,acl-ipv4-filtering-default-edge_protect-in-1_3_0,Extended,2170,deny,ip,any,1.191.4 0.0.0.1,
uk-brs-er01,acl-ipv4-filtering-default-edge_protect-in-1_3_0,Extended,2180,permit,ip,any,any,
uk-brs-er01,block-port21,Extended,10,deny,tcp,any,any,ftp
uk-brs-er01,block-port21,Extended,20,permit,ip,any,any,
uk-brs-er01,gre-capture,Extended,10,permit,ip,host 62.7.103.6,host 72.52.50.59,
uk-brs-er01,gre-capture,Extended,20,permit,ip,host 72.52.50.59,host 62.7.103.6,
uk-brs-er01,gre-capture-gre,Extended,10,permit,gre,host 62.7.103.6,host 72.52.50.59,
uk-brs-er01,gre-capture-gre,Extended,20,permit,gre,host 72.52.50.59,host 62.7.103.6,
uk-brs-er01,tun30-capture,Extended,10,permit,ip,host 72.52.50.92,host 72.52.50.93,
uk-brs-er01,tun30-capture,Extended,20,permit,ip,host 72.52.50.93,host 72.52.50.92,
uk-brs-er01,1,Standard,10,permit,,10.120.163.210,,,
uk-brs-er01,1,Standard,20,permit,,10.1.74.66,,,
uk-brs-er01,1,Standard,30,permit,,10.112.12.126,,,
uk-brs-er01,1,Standard,40,permit,,10.112.12.125,,,
uk-brs-er01,1,Standard,50,permit,,10.180.163.18,,,
uk-brs-er01,1,Standard,60,permit,,10.120.163.151,,,
uk-brs-er01,1,Standard,70,permit,,10.210.163.60,,,
uk-brs-er01,1,Standard,80,permit,,10.120.163.152,,,
uk-brs-er01,1,Standard,90,permit,,10.1.74.29,,,
uk-brs-er01,1,Standard,100,permit,,10.120.163.143,,,
uk-brs-er01,1,Standard,110,permit,,10.120.163.142,,,
uk-brs-er01,1,Standard,120,permit,,10.112.13.17,,,
uk-brs-er01,1,Standard,130,permit,,10.1.74.48,,,
uk-brs-er01,1,Standard,140,permit,,10.1.74.57,,,
uk-brs-er01,1,Standard,150,permit,,10.1.74.61,,,
uk-brs-er01,1,Standard,160,permit,,10.120.163.123,,,
uk-brs-er01,1,Standard,170,permit,,10.120.163.122,,,
uk-brs-er01,1,Standard,180,permit,,10.120.195.31,,,
uk-brs-er01,1,Standard,190,permit,,10.120.143.70,,,
uk-brs-er01,1,Standard,200,permit,,10.1.74.128,,,
uk-brs-er01,1,Standard,210,permit,,10.180.142.230,,,
uk-brs-er01,1,Standard,220,permit,,10.112.12.144,,,
uk-brs-er01,1,Standard,230,permit,,10.120.163.37,,,
uk-brs-er01,1,Standard,240,permit,,10.112.12.142,,,
uk-brs-er01,1,Standard,250,permit,,10.112.12.143,,,
uk-brs-er01,1,Standard,260,permit,,10.1.82.64 0.0.0.31,,,
uk-brs-er01,1,Standard,270,permit,,10.1.22.0 0.0.0.255,,,
uk-brs-er01,1,Standard,280,permit,,192.168.2.0 0.0.1.255,,,
uk-brs-er01,1,Standard,290,permit,,10.210.141.40 0.0.0.7,,,
uk-brs-er01,1,Standard,300,permit,,10.180.141.40 0.0.0.7,,,
uk-brs-er01,1,Standard,310,permit,,10.120.141.40 0.0.0.7,,,
uk-brs-er01,1,Standard,320,permit,,100.79.0.0 0.0.127.255,,,
uk-brs-er01,1,Standard,330,deny,,any log,,,
uk-brs-er01,10,Standard,10,permit,,10.120.163.210,,,
uk-brs-er01,10,Standard,20,permit,,213.120.94.19,,,
uk-brs-er01,10,Standard,30,permit,,10.120.163.59,,,
uk-brs-er01,10,Standard,40,deny,,any log,,,
uk-brs-er01,11,Standard,14,permit,,10.112.12.126,,,
uk-brs-er01,11,Standard,13,permit,,10.112.12.125,,,
uk-brs-er01,11,Standard,10,permit,,10.120.136.140,,,
uk-brs-er01,11,Standard,12,permit,,10.120.163.123,,,
uk-brs-er01,11,Standard,11,permit,,10.120.163.122,,,
uk-brs-er01,11,Standard,20,deny,,any log,,,
uk-brs-er01,12,Standard,10,permit,,10.220.163.112,,,
uk-brs-er01,12,Standard,20,permit,,10.220.163.111,,,
uk-brs-er01,12,Standard,30,permit,,10.180.163.112,,,
uk-brs-er01,12,Standard,40,permit,,10.180.163.111,,,
uk-brs-er01,12,Standard,50,permit,,10.120.163.112,,,
uk-brs-er01,12,Standard,60,permit,,10.120.163.111,,,
uk-brs-er01,16,Standard,10,permit,,10.120.163.206,,,
uk-brs-er01,16,Standard,20,permit,,10.120.136.150,,,
uk-brs-er01,22,Standard,10,permit,,10.112.12.119,,,
uk-brs-er01,22,Standard,40,permit,,10.210.143.80,,,
uk-brs-er01,22,Standard,30,permit,,10.120.143.80,,,
uk-brs-er01,22,Standard,20,permit,,10.180.142.232,,,
uk-brs-er02,solarwinds-new,Standard,10,permit,,10.112.12.126,,,
uk-brs-er02,solarwinds-new,Standard,20,permit,,10.112.12.125,,,
uk-brs-er02,solarwinds-new,Standard,30,permit,,10.120.163.143,,,
uk-brs-er02,solarwinds-new,Standard,40,permit,,10.120.163.142,,,
uk-brs-er02,solarwinds-new,Standard,50,permit,,10.120.163.123,,,
uk-brs-er02,solarwinds-new,Standard,60,permit,,10.120.163.122,,,
uk-brs-er02,solarwinds-new,Standard,70,permit,,10.112.12.144,,,
uk-brs-er02,solarwinds-new,Standard,80,permit,,10.112.12.142,,,
uk-brs-er02,solarwinds-new,Standard,90,permit,,10.112.12.143,,,
uk-brs-er02,solarwinds-new,Standard,100,deny,,any log,,,
uk-brs-er02,acl-copp-match-igmp,Extended,10,permit,igmp,any,any,
uk-brs-er02,acl-copp-match-pim-data,Extended,10,deny,pim,any,host 224.0.0.13,
uk-brs-er02,acl-copp-match-pim-data,Extended,20,permit,pim,any,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,10,deny,ip,0.0.0.0 0.255.255.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,20,deny,ip,10.0.0.0 0.255.255.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,30,deny,ip,100.64.0.0 0.63.255.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,40,deny,ip,127.0.0.0 0.255.255.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,50,deny,ip,169.254.0.0 0.0.255.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,60,deny,ip,172.16.0.0 0.0.255.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,70,deny,ip,192.0.0.0 0.0.0.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,80,deny,ip,192.0.0.0 0.0.0.7,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,90,deny,ip,host 192.0.0.8,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,100,deny,ip,host 192.0.0.9,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,110,deny,ip,host 192.0.0.10,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,120,deny,ip,host 192.0.0.170,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,130,deny,ip,192.0.2.0 0.0.0.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,140,deny,ip,192.31.196.0 0.0.0.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,150,deny,ip,192.52.193.0 0.0.0.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,160,deny,ip,192.88.99.0 0.0.0.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,170,deny,ip,192.168.0.0 0.0.255.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,180,deny,ip,192.175.48.0 0.0.0.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,190,deny,ip,198.18.0.0 0.1.255.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,200,deny,ip,198.51.100.0 0.0.0.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,210,deny,ip,203.0.113.0 0.0.0.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,220,deny,ip,240.0.0.0 15.255.255.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,230,deny,tcp,any,8.128.0 0.0.7.255,www
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,240,deny,tcp,any,9.152.0 0.0.3.255,www
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,250,deny,udp,any,8.128.0 0.0.7.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,260,deny,udp,any,9.152.0 0.0.3.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,270,deny,ip,71.6.128.0 0.0.63.255,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,280,deny,ip,any,host 95.131.186.32,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,290,deny,ip,any,host 141.138.130.12,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,300,deny,tcp,any,8.128.0 0.0.7.255,bgp
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,310,deny,tcp,any,9.152.0 0.0.3.255,bgp
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,320,permit,tcp,any,any,bgp
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,330,deny,gre,any,8.128.0 0.0.7.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,340,deny,gre,any,9.152.0 0.0.3.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,350,permit,gre,any,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,360,permit,icmp,any,8.128.0 0.0.7.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,370,permit,icmp,any,8.128.0 0.0.7.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,380,permit,icmp,any,8.128.0 0.0.7.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,390,permit,icmp,any,8.128.0 0.0.7.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,400,permit,icmp,any,8.128.0 0.0.7.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,410,permit,icmp,any,9.152.0 0.0.3.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,420,permit,icmp,any,9.152.0 0.0.3.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,430,permit,icmp,any,9.152.0 0.0.3.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,440,permit,icmp,any,9.152.0 0.0.3.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,450,permit,icmp,any,9.152.0 0.0.3.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,460,permit,udp,any,8.128.0 0.0.1.255,isakmp
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,470,permit,udp,any,8.128.0 0.0.1.255,non500-isakmp
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,480,permit,tcp,any,8.128.0 0.0.1.255,4500
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,490,permit,tcp,any,8.128.0 0.0.1.255,10000
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,500,permit,udp,any,8.128.0 0.0.1.255,10000
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,510,permit,esp,any,8.128.0 0.0.1.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,520,permit,esp,any,9.152.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,530,permit,udp,any,9.152.0 0.0.0.255,isakmp
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,540,permit,udp,any,9.152.0 0.0.0.255,non500-isakmp
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,550,permit,tcp,any,9.152.0 0.0.0.255,4500
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,560,permit,udp,any,9.152.0 0.0.0.255,10000
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,570,permit,tcp,any,9.152.0 0.0.0.255,10000
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,580,permit,ip,any,host 141.138.129.34,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,590,permit,ip,any,host 141.138.129.35,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,600,permit,ip,any,host 141.138.129.40,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,610,permit,ip,any,host 141.138.128.34,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,620,permit,ip,any,host 141.138.128.35,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,630,permit,ip,any,host 141.138.128.36,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,640,permit,ip,any,host 141.138.129.43,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,650,permit,tcp,any,8.128.0 0.0.7.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,660,permit,tcp,any,9.152.0 0.0.3.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,670,permit,udp,any,8.128.0 0.0.7.255,domain
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,680,permit,udp,any,9.152.0 0.0.3.255,domain
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,690,permit,tcp,any,8.130.0 0.0.0.255,domain
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,700,permit,tcp,any,9.152.0 0.0.3.255,domain
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,710,permit,ip,any,128.136 0.0.0.7,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,720,permit,ip,any,host 141.138.128.96,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,730,deny,ip,any,8.128.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,740,deny,ip,any,8.129.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,750,deny,ip,any,9.152.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,760,permit,ip,host 95.154.227.64,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,770,permit,ip,95.154.227.72 0.0.0.7,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,780,permit,ip,host 95.154.227.95,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,790,permit,ip,host 95.154.227.94,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,800,permit,ip,host 95.154.227.91,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,810,permit,ip,host 95.154.227.84,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,820,permit,ip,host 95.154.227.72,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,830,permit,ip,host 95.154.227.13,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,840,permit,ip,host 94.156.185.44,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,850,permit,ip,host 92.52.99.114,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,860,permit,ip,host 92.247.8.98,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,870,permit,ip,host 87.121.79.4,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,880,permit,ip,host 81.149.239.118,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,890,permit,ip,host 80.94.22.241,8.135.48 0.0.0.7,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,900,permit,ip,host 217.153.136.10,8.135.48 0.0.0.7,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,910,permit,ip,host 213.155.178.165,8.135.48 0.0.0.7,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,920,permit,ip,host 62.172.215.182,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,930,permit,ip,host 52.56.142.152,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,940,permit,ip,host 37.98.232.12,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,950,permit,ip,host 213.120.94.24,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,960,permit,ip,host 213.120.94.19,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,970,permit,ip,host 212.142.66.129,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,980,permit,ip,host 207.45.120.28,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,990,permit,ip,host 207.45.119.254,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1000,permit,ip,host 199.91.137.12,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1010,permit,ip,host 195.244.210.64,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1020,permit,ip,host 195.244.198.114,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1030,permit,ip,host 194.73.173.139,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1040,permit,ip,host 194.73.173.134,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1050,permit,ip,host 155.136.20.201,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1060,permit,ip,host 109.238.64.94,host 141.138.135.186,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1070,permit,ip,host 109.238.64.94,host 141.138.135.168,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1080,permit,ip,host 109.234.202.159,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1090,permit,ip,94.174.178.208 0.0.0.7,any,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1100,permit,ip,82.33.247.80 0.0.0.15,host 141.138.130.45,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1110,permit,ip,82.33.247.80 0.0.0.15,host 141.138.130.46,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1120,permit,ip,any,host 141.138.130.145,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1130,permit,tcp,any,host 141.138.130.3,smtp
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1140,permit,tcp,any,host 141.138.130.3,465
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1150,permit,tcp,any,8.130.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1160,permit,tcp,any,8.131.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1170,permit,tcp,any,8.135.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1180,permit,tcp,any,8.131.0 0.0.0.255,22
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1190,permit,tcp,any,8.130.0 0.0.0.255,www
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1200,permit,tcp,any,8.131.0 0.0.0.255,www
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1210,permit,tcp,any,8.135.0 0.0.0.255,www
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1220,permit,tcp,any,9.153.0 0.0.0.255,www
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1230,permit,tcp,any,9.154.0 0.0.0.255,www
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1240,permit,tcp,any,9.155.0 0.0.0.255,www
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1250,permit,tcp,any,8.130.0 0.0.0.255,389
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1260,permit,tcp,any,8.130.0 0.0.0.255,443
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1270,permit,tcp,any,8.131.0 0.0.0.255,443
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1280,permit,tcp,any,8.135.0 0.0.0.255,443
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1290,permit,tcp,any,9.153.0 0.0.0.255,443
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1300,permit,tcp,any,9.154.0 0.0.0.255,443
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1310,permit,tcp,any,9.155.0 0.0.0.255,443
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1320,permit,tcp,any,8.130.0 0.0.0.255,444
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1330,permit,tcp,any,8.131.0 0.0.0.255,444
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1340,permit,tcp,any,8.130.0 0.0.0.255,500
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1350,permit,tcp,any,8.130.0 0.0.0.255,636
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1360,permit,tcp,any,8.130.0 0.0.0.255,843
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1370,permit,tcp,any,8.135.0 0.0.0.255,843
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1380,permit,tcp,any,9.153.0 0.0.0.255,1935
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1390,permit,tcp,any,8.130.0 0.0.0.255,2156
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1400,permit,tcp,any,8.135.0 0.0.0.255,2156
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1410,permit,tcp,any,9.153.0 0.0.0.255,2156
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1420,permit,tcp,any,9.154.0 0.0.0.255,2156
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1430,permit,tcp,any,9.155.0 0.0.0.255,2156
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1440,permit,tcp,any,8.130.0 0.0.0.255,3268
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1450,permit,tcp,any,8.130.0 0.0.0.255,3269
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1460,permit,udp,any,8.130.0 0.0.0.255,4569
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1470,permit,tcp,any,8.130.0 0.0.0.255,5118
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1480,permit,tcp,any,8.130.0 0.0.0.255,5119
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1490,permit,udp,any,8.130.0 0.0.0.255,5119
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1500,permit,tcp,any,8.130.0 0.0.0.255,8014
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1510,permit,tcp,any,8.131.0 0.0.0.255,8080
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1520,permit,tcp,any,8.135.0 0.0.0.255,8192
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1530,permit,tcp,any,8.135.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1540,permit,tcp,any,8.130.0 0.0.0.255,8531
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1550,permit,tcp,any,8.131.0 0.0.0.255,8888
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1560,permit,tcp,any,host 141.138.130.143,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1570,permit,tcp,any,8.135.0 0.0.0.255,9382
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1580,permit,tcp,any,8.135.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1590,permit,tcp,any,8.135.0 0.0.0.255,10168
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1600,permit,tcp,any,8.135.0 0.0.0.255,10180
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1610,permit,tcp,any,8.135.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1620,permit,tcp,any,8.135.0 0.0.0.255,10187
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1630,permit,tcp,any,8.135.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1640,permit,tcp,any,8.135.0 0.0.0.255,10278
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1650,permit,tcp,any,8.135.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1660,permit,tcp,any,9.153.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1670,permit,tcp,any,8.131.0 0.0.0.255,9291
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1680,permit,tcp,any,8.130.0 0.0.0.255,9389
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1690,permit,tcp,any,8.130.0 0.0.0.255,61321
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1700,permit,tcp,any,8.135.0 0.0.0.255,61321
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1710,permit,tcp,any,9.153.0 0.0.0.255,61321
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1720,permit,tcp,any,8.131.0 0.0.0.255,61616
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1730,permit,tcp,any,9.153.0 0.0.0.255,61616
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1740,permit,tcp,any,9.154.0 0.0.0.255,61616
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1750,permit,tcp,any,9.155.0 0.0.0.255,61616
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1760,permit,tcp,any,8.130.0 0.0.0.255,
uk-brs-er02,acl-ipv4-filtering-default-edge_protect-in,Extended,1770,permit,udp,any,8.130.0 0.0.0.255,4569
