hostname,acl-name,acl-type,seq number,action,protocol,source,destination,ports
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,280,permit,tcp,10.1.120.0 0.0.0.255,214.36.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,290,permit,tcp,10.1.120.0 0.0.0.255,215.36.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,300,permit,tcp,10.1.120.0 0.0.0.255,215.36.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,310,permit,tcp,10.1.120.0 0.0.0.255,216.36.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,320,permit,tcp,10.1.120.0 0.0.0.255,216.36.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,330,permit,tcp,10.1.120.0 0.0.0.255,211.38.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,340,permit,tcp,10.1.120.0 0.0.0.255,211.38.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,350,permit,tcp,10.1.120.0 0.0.0.255,212.38.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,360,permit,tcp,10.1.120.0 0.0.0.255,212.38.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,370,permit,tcp,10.1.120.0 0.0.0.255,213.38.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,380,permit,tcp,10.1.120.0 0.0.0.255,213.38.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,390,permit,tcp,10.1.120.0 0.0.0.255,214.38.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,400,permit,tcp,10.1.120.0 0.0.0.255,214.38.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,410,permit,tcp,10.1.120.0 0.0.0.255,215.38.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,420,permit,tcp,10.1.120.0 0.0.0.255,215.38.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,430,permit,tcp,10.1.120.0 0.0.0.255,216.38.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,440,permit,tcp,10.1.120.0 0.0.0.255,216.38.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,450,permit,tcp,10.1.120.0 0.0.0.255,211.43.0 0.0.0.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,460,permit,tcp,10.1.120.0 0.0.0.255,211.43.0 0.0.0.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,470,permit,tcp,10.1.120.0 0.0.0.255,212.43.0 0.0.0.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,480,permit,tcp,10.1.120.0 0.0.0.255,212.43.0 0.0.0.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,490,permit,tcp,10.1.120.0 0.0.0.255,213.43.0 0.0.0.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,500,permit,tcp,10.1.120.0 0.0.0.255,213.43.0 0.0.0.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,510,permit,tcp,10.1.120.0 0.0.0.255,214.43.0 0.0.0.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,520,permit,tcp,10.1.120.0 0.0.0.255,214.43.0 0.0.0.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,530,permit,tcp,10.1.120.0 0.0.0.255,215.43.0 0.0.0.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,540,permit,tcp,10.1.120.0 0.0.0.255,215.43.0 0.0.0.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,550,permit,tcp,10.1.120.0 0.0.0.255,216.43.0 0.0.0.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,560,permit,tcp,10.1.120.0 0.0.0.255,216.43.0 0.0.0.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,570,permit,tcp,10.1.120.0 0.0.0.255,211.66.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,580,permit,tcp,10.1.120.0 0.0.0.255,211.66.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,590,permit,tcp,10.1.120.0 0.0.0.255,212.66.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,600,permit,tcp,10.1.120.0 0.0.0.255,212.66.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,610,permit,tcp,10.1.120.0 0.0.0.255,213.66.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,620,permit,tcp,10.1.120.0 0.0.0.255,213.66.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,630,permit,tcp,10.1.120.0 0.0.0.255,214.66.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,640,permit,tcp,10.1.120.0 0.0.0.255,214.66.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,650,permit,tcp,10.1.120.0 0.0.0.255,215.66.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,660,permit,tcp,10.1.120.0 0.0.0.255,215.66.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,670,permit,tcp,10.1.120.0 0.0.0.255,216.66.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,680,permit,tcp,10.1.120.0 0.0.0.255,216.66.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,690,permit,tcp,10.1.120.0 0.0.0.255,1.216.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,700,permit,tcp,10.1.120.0 0.0.0.255,1.216.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,710,permit,tcp,10.1.120.0 0.0.0.255,2.216.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,720,permit,tcp,10.1.120.0 0.0.0.255,2.216.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,730,permit,tcp,10.1.120.0 0.0.0.255,3.216.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,740,permit,tcp,10.1.120.0 0.0.0.255,3.216.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,750,permit,tcp,10.1.120.0 0.0.0.255,4.216.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,760,permit,tcp,10.1.120.0 0.0.0.255,4.216.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,770,permit,tcp,10.1.120.0 0.0.0.255,5.216.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,780,permit,tcp,10.1.120.0 0.0.0.255,5.216.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,790,permit,tcp,10.1.120.0 0.0.0.255,6.216.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,800,permit,tcp,10.1.120.0 0.0.0.255,6.216.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,810,permit,tcp,10.1.120.0 0.0.1.255,0.200.0 0.0.1.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,820,permit,tcp,10.1.120.0 0.0.1.255,0.200.0 0.0.1.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,830,permit,tcp,10.1.120.0 0.0.1.255,0.200.0 0.0.1.255,8080
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,840,permit,tcp,10.1.120.0 0.0.1.255,0.200.0 0.0.1.255,7072
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,850,permit,tcp,10.1.120.0 0.0.1.255,0.200.0 0.0.1.255,22
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,860,permit,tcp,10.1.120.0 0.0.0.255,host 212.36.187.235,45454
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,870,permit,tcp,10.1.120.0 0.0.0.255,host 212.36.187.239,45454
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,880,permit,tcp,10.1.120.0 0.0.0.255,host 212.36.187.241,45454
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,890,permit,tcp,10.1.120.0 0.0.0.255,220.43.0 0.0.0.255,www
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,900,permit,tcp,10.1.120.0 0.0.0.255,220.43.0 0.0.0.255,443
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,910,permit,tcp,10.1.120.0 0.0.0.255,220.43.0 0.0.0.255,8080
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,920,deny,ip,10.1.120.0 0.0.0.255,168.0.0 0.0.255.255,
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,930,deny,ip,10.1.120.0 0.0.0.255,2.16.0.0 0.15.255.255,
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,940,deny,ip,10.1.120.0 0.0.0.255,0.0.0.0 0.255.255.255,
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,950,permit,tcp,10.1.120.0 0.0.0.255,any,
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,960,permit,udp,10.1.120.0 0.0.0.255,any,
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,970,permit,ip,10.1.120.0 0.0.0.255,any,
uk-stj-cs01,FROM-LSJ-TESTWIFI,Extended,980,deny,ip,any,any,
uk-stj-cs01,SIS-ENCODER-ACL,Extended,30,permit,udp,any,host 10.1.34.10,domain
uk-stj-cs01,SIS-ENCODER-ACL,Extended,40,permit,udp,any,host 10.120.193.235,domain
uk-stj-cs01,SIS-ENCODER-ACL,Extended,50,permit,udp,any,host 10.120.193.236,domain
uk-stj-cs01,SIS-ENCODER-ACL,Extended,60,permit,udp,any,host 10.210.193.235,domain
uk-stj-cs01,SIS-ENCODER-ACL,Extended,70,permit,udp,any,host 10.210.193.236,domain
uk-stj-cs01,SIS-ENCODER-ACL,Extended,80,permit,tcp,any,host 10.50.3.13,8080
uk-stj-cs01,SIS-ENCODER-ACL,Extended,90,permit,udp,any,host 10.64.72.10,domain
uk-stj-cs01,SIS-ENCODER-ACL,Extended,100,deny,ip,any,0.0.0.0 0.255.255.255,
uk-stj-cs01,SIS-ENCODER-ACL,Extended,110,deny,ip,any,2.16.0.0 0.15.255.255,
uk-stj-cs01,SIS-ENCODER-ACL,Extended,120,deny,ip,any,168.0.0 0.0.255.255,
uk-stj-cs01,SKYPE,Extended,10,permit,udp,any,host 10.1.34.10,domain
uk-stj-cs01,SKYPE,Extended,20,permit,udp,any,host 10.120.193.235,domain
uk-stj-cs01,SKYPE,Extended,30,permit,udp,any,host 10.120.193.236,domain
uk-stj-cs01,SKYPE,Extended,40,permit,udp,any,host 10.210.193.235,domain
uk-stj-cs01,SKYPE,Extended,50,permit,udp,any,host 10.210.193.236,domain
uk-stj-cs01,SKYPE,Extended,60,permit,tcp,any,host 10.50.3.13,8080
uk-stj-cs01,SKYPE,Extended,70,permit,udp,any,host 10.64.72.10,domain
uk-stj-cs01,SKYPE,Extended,80,deny,ip,any,0.0.0.0 0.255.255.255,
uk-stj-cs01,SKYPE,Extended,90,deny,ip,any,2.16.0.0 0.15.255.255,
uk-stj-cs01,SKYPE,Extended,100,deny,ip,any,168.0.0 0.0.255.255,
uk-stj-cs01,VSL-BFD,Extended,10,permit,udp,any,any,3784
uk-stj-cs01,VSL-DHCP-CLIENT-TO-SERVER,Extended,10,permit,udp,any,any,bootps
uk-stj-cs01,VSL-DHCP-SERVER-TO-CLIENT,Extended,10,permit,udp,any,any,bootpc
uk-stj-cs01,VSL-DHCP-SERVER-TO-SERVER,Extended,10,permit,udp,any,any,bootps
uk-stj-cs01,VSL-IPV4-ROUTING,Extended,10,permit,ip,any,4.0.0.0 0.0.0.255,
uk-stj-cs01,acl-wifi-testing,Extended,10,permit,udp,any,host 10.1.34.10,domain
uk-stj-cs01,acl-wifi-testing,Extended,20,permit,udp,any,host 10.64.72.10,domain
uk-stj-cs01,acl-wifi-testing,Extended,30,permit,udp,host 10.1.103.10,host 10.1.34.10,bootps
uk-stj-cs01,acl-wifi-testing,Extended,40,permit,udp,host 10.1.103.10,host 10.64.72.10,bootps
uk-stj-cs01,acl-wifi-testing,Extended,50,permit,ip,any,host 10.1.28.22,
uk-stj-cs01,acl-wifi-testing,Extended,60,permit,icmp,any,host 10.1.28.22,
uk-stj-cs01,acl-wifi-testing,Extended,70,deny,ip,any,any,
uk-stj-cs01,1,Standard,10,permit,,10.120.163.210,,,
uk-stj-cs01,1,Standard,20,permit,,10.1.74.66,,,
uk-stj-cs01,1,Standard,30,permit,,10.112.12.126,,,
uk-stj-cs01,1,Standard,40,permit,,10.112.12.125,,,
uk-stj-cs01,1,Standard,50,permit,,10.180.163.18,,,
uk-stj-cs01,1,Standard,60,permit,,10.120.163.151,,,
uk-stj-cs01,1,Standard,70,permit,,10.210.163.60,,,
uk-stj-cs01,1,Standard,80,permit,,10.120.163.152,,,
uk-stj-cs01,1,Standard,90,permit,,10.1.74.29,,,
uk-stj-cs01,1,Standard,100,permit,,10.120.163.143,,,
uk-stj-cs01,1,Standard,110,permit,,10.120.163.142,,,
uk-stj-cs01,1,Standard,120,permit,,10.112.13.17,,,
uk-stj-cs01,1,Standard,130,permit,,10.1.74.48,,,
uk-stj-cs01,1,Standard,140,permit,,10.1.74.57,,,
uk-stj-cs01,1,Standard,150,permit,,10.1.74.61,,,
uk-stj-cs01,1,Standard,160,permit,,10.120.163.123,,,
uk-stj-cs01,1,Standard,170,permit,,10.120.163.122,,,
uk-stj-cs01,1,Standard,180,permit,,10.120.195.31,,,
uk-stj-cs01,1,Standard,190,permit,,10.120.143.70,,,
uk-stj-cs01,1,Standard,200,permit,,10.1.74.128,,,
uk-stj-cs01,1,Standard,210,permit,,10.180.142.230,,,
uk-stj-cs01,1,Standard,220,permit,,10.112.12.144,,,
uk-stj-cs01,1,Standard,230,permit,,10.120.163.37,,,
uk-stj-cs01,1,Standard,240,permit,,10.112.12.142,,,
uk-stj-cs01,1,Standard,250,permit,,10.112.12.143,,,
uk-stj-cs01,1,Standard,260,permit,,10.1.82.64 0.0.0.31,,,
uk-stj-cs01,1,Standard,270,permit,,10.1.22.0 0.0.0.255,,,
uk-stj-cs01,1,Standard,280,permit,,192.168.2.0 0.0.1.255,,,
uk-stj-cs01,1,Standard,290,permit,,10.210.141.40 0.0.0.7,,,
uk-stj-cs01,1,Standard,300,permit,,10.180.141.40 0.0.0.7,,,
uk-stj-cs01,1,Standard,310,permit,,10.120.141.40 0.0.0.7,,,
uk-stj-cs01,1,Standard,320,permit,,100.79.0.0 0.0.127.255,,,
uk-stj-cs01,1,Standard,330,deny,,any log,,,
uk-stj-cs01,5,Standard,10,permit,,62.239.34.0 0.0.1.255,,,
uk-stj-cs01,5,Standard,20,permit,,194.74.144.0 0.0.0.255,,,
uk-stj-cs01,5,Standard,30,permit,,194.102.6.0 0.0.1.255,,,
uk-stj-cs01,5,Standard,40,permit,,194.102.8.0 0.0.1.255,,,
uk-stj-cs01,5,Standard,50,permit,,194.102.19.0 0.0.0.255,,,
uk-stj-cs01,6,Standard,10,deny,,any log,,,
uk-stj-cs01,10,Standard,10,permit,,10.120.163.210,,,
uk-stj-cs01,10,Standard,60,permit,,10.112.12.126,,,
uk-stj-cs01,10,Standard,50,permit,,10.112.12.125,,,
uk-stj-cs01,10,Standard,40,permit,,10.120.163.123,,,
uk-stj-cs01,10,Standard,25,permit,,10.120.163.122,,,
uk-stj-cs01,10,Standard,20,permit,,10.120.163.59,,,
uk-stj-cs01,10,Standard,30,permit,,10.110.163.59,,,
uk-stj-cs01,11,Standard,14,permit,,10.112.12.126,,,
uk-stj-cs01,11,Standard,13,permit,,10.112.12.125,,,
uk-stj-cs01,11,Standard,10,permit,,10.120.136.140,,,
uk-stj-cs01,11,Standard,12,permit,,10.120.163.123,,,
uk-stj-cs01,11,Standard,11,permit,,10.120.163.122,,,
uk-stj-cs01,11,Standard,20,permit,,10.50.3.140,,,
uk-stj-cs01,11,Standard,30,deny,,any log,,,
uk-stj-cs01,12,Standard,10,permit,,10.1.14.0 0.0.0.255,,,
uk-stj-cs01,16,Standard,10,permit,,10.120.163.206,,,
uk-stj-cs01,16,Standard,20,permit,,10.120.136.150,,,
uk-stj-cs01,19,Standard,10,permit,,172.16.41.192 0.0.0.31,,,
uk-stj-cs01,19,Standard,20,permit,,10.1.82.64 0.0.0.31,,,
uk-stj-cs01,20,Standard,10,permit,,10.120.136.15,,,
uk-stj-cs01,90,Standard,10,permit,,10.1.90.100,,,
